chr1	1034668	1034668	10
chr1	1134525	1134525	10
chr1	1198870	1198870	10
chr1	1212339	1212339	10
chr1	1527049	1527049	10
chr1	1650035	1650035	10
chr1	1654642	1654642	10
chr1	1734835	1734835	10
chr1	1781897	1781897	10
chr1	1838589	1838589	10
chr1	1864835	1864835	10
chr1	1886819	1886819	10
chr1	1899662	1899662	10
chr1	1981331	1981331	10
chr1	2016677	2016677	10
chr1	2031335	2031335	10
chr1	2031823	2031823	10
chr1	2052664	2052664	10
chr1	2065642	2065642	10
chr1	2073784	2073784	10
chr1	2083531	2083531	10
chr1	2087311	2087311	10
chr1	2092296	2092296	10
chr1	2109198	2109198	10
chr1	2155660	2155660	10
chr1	2155879	2155879	10
chr1	2176471	2176471	10
chr1	2180843	2180843	10
chr1	2186321	2186321	10
chr1	2212775	2212775	10
chr1	2276858	2276858	10
chr1	2279757	2279757	10
chr1	2299233	2299233	10
chr1	2431545	2431545	10
chr1	2443874	2443874	10
chr1	2450718	2450718	10
chr1	2455177	2455177	10
chr1	2487938	2487938	10
chr1	2517357	2517357	10
chr1	2561598	2561598	10
chr1	2571728	2571728	10
chr1	2759043	2759043	10
chr1	2764555	2764555	10
chr1	2810312	2810312	10
chr1	2813700	2813700	10
chr1	2856025	2856025	10
chr1	2856453	2856453	10
chr1	3080254	3080254	10
chr1	3155667	3155667	10
chr1	3401425	3401425	10
chr1	340837	340837	10
chr1	3797996	3797996	10
chr1	4313550	4313550	10
chr1	446000	446000	10
chr1	4489754	4489754	10
chr1	465248	465248	10
chr1	4662335	4662335	10
chr1	5298665	5298665	10
chr1	5481264	5481264	10
chr1	5483474	5483474	10
chr1	548903	548903	10
chr1	5498735	5498735	10
chr1	5634542	5634542	10
chr1	5683562	5683562	10
chr1	5772433	5772433	10
chr1	589839	589839	10
chr1	6416219	6416219	10
chr1	6445605	6445605	10
chr1	690859	690859	10
chr1	717870	717870	10
chr1	770417	770417	10
chr1	902786	902786	10
chr1	931752	931752	10
chr1	974959	974959	10
