chr1	1009319	1009324	10
chr1	1013060	1013065	10
chr1	1021374	1021379	10
chr1	1025237	1025242	10
chr1	1027586	1027591	10
chr1	1030038	1030043	10
chr1	1032665	1032670	10
chr1	1033459	1033464	10
chr1	1034668	1034673	10
chr1	1035034	1035039	10
chr1	103586	103591	10
chr1	1037509	1037514	10
chr1	1038792	1038797	10
chr1	1041949	1041954	10
chr1	1048818	1048823	10
chr1	1054654	1054659	10
chr1	1060202	1060207	10
chr1	1060752	1060757	10
chr1	1073145	1073150	10
chr1	1082259	1082264	10
chr1	1092538	1092543	10
chr1	1095427	1095432	10
chr1	1097482	1097487	10
chr1	1099289	1099294	10
chr1	1099505	1099510	10
chr1	1099610	1099615	10
chr1	1109933	1109938	10
chr1	1112305	1112310	10
chr1	1120313	1120318	10
chr1	1129029	1129034	10
chr1	1132626	1132631	10
chr1	1133298	1133303	10
chr1	1135926	1135931	10
chr1	1138598	1138603	10
chr1	1139508	1139513	10
chr1	1145028	1145033	10
chr1	1157541	1157546	10
chr1	1159729	1159734	10
chr1	1171976	1171981	10
chr1	1176507	1176512	10
chr1	1179369	1179374	10
chr1	1179444	1179449	10
chr1	117954	117959	10
chr1	118255	118260	10
chr1	1185606	1185611	10
chr1	1185647	1185652	10
chr1	1191913	1191918	10
chr1	1193058	1193063	10
chr1	1193597	1193602	10
chr1	1199387	1199392	10
chr1	1199914	1199919	10
chr1	1205691	1205696	10
chr1	1209411	1209416	10
chr1	1210186	1210191	10
chr1	1219614	1219619	10
chr1	1226080	1226085	10
chr1	1226817	1226822	10
chr1	1228439	1228444	10
chr1	1231053	1231058	10
chr1	1233403	1233408	10
chr1	1233742	1233747	10
chr1	1234752	1234757	10
chr1	1236007	1236012	10
chr1	1237724	1237729	10
chr1	1241057	1241062	10
chr1	1242848	1242853	10
chr1	1257851	1257856	10
chr1	1259704	1259709	10
chr1	1271244	1271249	10
chr1	1274408	1274413	10
chr1	1275581	1275586	10
chr1	1277749	1277754	10
chr1	1285204	1285209	10
chr1	1285419	1285424	10
chr1	1288100	1288105	10
chr1	1289240	1289245	10
chr1	1295421	1295426	10
chr1	1298819	1298824	10
chr1	130553	130558	10
chr1	130664	130669	10
chr1	1310772	1310777	10
chr1	1310980	1310985	10
chr1	1312300	1312305	10
chr1	13150	13155	10
chr1	1317477	1317482	10
chr1	1318615	1318620	10
chr1	1322208	1322213	10
chr1	1322526	1322531	10
chr1	1322825	1322830	10
chr1	1323236	1323241	10
chr1	1328213	1328218	10
chr1	1329330	1329335	10
chr1	132952	132957	10
chr1	1333175	1333180	10
chr1	1335753	1335758	10
chr1	1336512	1336517	10
chr1	1337111	1337116	10
chr1	1340828	1340833	10
chr1	1342873	1342878	10
chr1	1344872	1344877	10
chr1	1347142	1347147	10
chr1	1348520	1348525	10
chr1	1348684	1348689	10
chr1	1356576	1356581	10
chr1	1359408	1359413	10
chr1	1362085	1362090	10
chr1	1365748	1365753	10
chr1	1366786	1366791	10
chr1	1375770	1375775	10
chr1	1376692	1376697	10
chr1	1380376	1380381	10
chr1	1381353	1381358	10
chr1	1381924	1381929	10
chr1	1384284	1384289	10
chr1	1391211	1391216	10
chr1	1400097	1400102	10
chr1	1405371	1405376	10
chr1	1410816	1410821	10
chr1	1420079	1420084	10
chr1	1428727	1428732	10
chr1	1436910	1436915	10
chr1	1437599	1437604	10
chr1	1438862	1438867	10
chr1	1448368	1448373	10
chr1	1448479	1448484	10
chr1	145703	145708	10
chr1	145779	145784	10
chr1	1458142	1458147	10
chr1	146027	146032	10
chr1	14620	14625	10
chr1	1475034	1475039	10
chr1	148236	148241	10
chr1	1488061	1488066	10
chr1	1493099	1493104	10
chr1	1494712	1494717	10
chr1	1505237	1505242	10
chr1	1509343	1509348	10
chr1	1515729	1515734	10
chr1	1516093	1516098	10
chr1	1517185	1517190	10
chr1	1518050	1518055	10
chr1	1522933	1522938	10
chr1	1524677	1524682	10
chr1	1526385	1526390	10
chr1	1527853	1527858	10
chr1	152897	152902	10
chr1	1531357	1531362	10
